English Word,Arabic Translation (Google Translate),Basque Translation (Google Translate),Bengali Translation (Google Translate),Catalan Translation (Google Translate),Chinese (simplified) Translation (Google Translate),Chinese (traditional) Translation (Google Translate),Dutch Translation (Google Translate),Finnish Translation (Google Translate),French Translation (Google Translate),German Translation (Google Translate),Hindi Translation (Google Translate),Italian Translation (Google Translate),Japanese Translation (Google Translate),Marathi Translation (Google Translate),Persian Translation (Google Translate),Portuguese Translation (Google Translate),Romanian Translation (Google Translate),Russian Translation (Google Translate),Spanish Translation (Google Translate),Tamil Translation (Google Translate),Telugu Translation (Google Translate),Urdu Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
valuable,قيم,baliotsu,দামি,,有价值,有價值,waardevol,,précieux,wertvoll,मूल्यवान,prezioso,貴重な,,با ارزش,valioso,valoros,ценный,valioso,,,,1,0,0,0,0,0,0,0,0,0
valuation,تقييم,,,,计价,計價,,,évaluation,Bewertung,,,評価,,,avaliação,,оценка,valuación,,,,0,0,0,0,0,0,0,0,0,0
valve,صمام,balbula,,,阀门,閥門,,,soupape,Ventil,वाल्व,valvola,バルブ,,دریچه,válvula,supapă,клапан,válvula,,,,0,0,0,0,0,0,0,0,0,0
vamp,تغوي الرجال,,,,鞋面,,bovenleer,,vamp,,,rimonta,バンプ,,وصله کردن,gáspea,,вамп,vamp,,,,0,0,0,0,0,0,0,0,0,0
vampire,خفاش,,,,吸血鬼,吸血鬼,vampier,vampyyri,vampire,Vampir,,,バンパイア,,خون اشام,vampiro,,вампир,vampiro,,,,0,1,1,0,1,1,0,0,0,0
van,عربة,,অগ্রদূত,,面包车,麵包車,busje,,van,Transporter,वैन,furgone,バン,,ون,van,furgonetă,фургон,camioneta,வேன்,,وین,0,0,0,0,0,0,0,0,0,0
vane,ريشة مروحة,,,,叶片,,blad,,girouette,,,,羽根,,,cata-vento,,флюгер,veleta,,,,0,0,0,0,0,0,0,0,0,0
vanguard,مقدمة,,,,前锋,,voorhoede,,avant-garde,,,,前衛,,,vanguarda,,авангардный,vanguardia,,,,1,0,0,0,0,0,0,0,0,0
vanilla,الفانيليا,,,vainilla,香草,香草,vanille,vanilja,vanille,Vanille,,vaniglia,バニラ,,وانیل,baunilha,,ваниль,vainilla,,,,0,0,0,0,0,0,0,0,0,0
vanish,تلاشى,,,,消失,消失,,,disparaître,verschwinden,गायब,,消えます,,ناپدید شدن,desaparecer,dispărea,исчезать,desaparecer,,,,0,0,0,0,0,0,0,0,1,0
vanished,اختفت,,,,消失,,,,disparu,verschwunden,,,消えました,,از بین رفته,desaparecido,dispărut,исчез,desaparecido,,,,0,1,0,0,0,1,0,1,1,0
vanity,غرور,,,,虚荣,虛榮,,,vanité,Eitelkeit,आपा,,虚栄心,,غرور,vaidade,vanitate,тщеславие,vanidad,வேனிட்டி,,باطل,0,1,0,0,0,0,0,0,0,0
vanquish,قهر,,,,征服,,,,vaincre,,,,打ち負かします,,پیروز شدن بر,vencer,,побеждать,vencer a,,,,1,0,0,0,0,0,0,0,0,0
vapor,بخار,,,,汽,汽,,höyry,vapeur,Dampf,,vapore,蒸気,,بخار,vapor,abur,пар,vapor,,,,0,0,0,0,0,0,0,0,0,0
vara,روح اء,,,,瓦拉,,,,vara,,,,VARA,,,vara,vara,вара,vara,,,سے Vara,0,0,0,0,0,0,0,0,0,0
variable,متغير,,পরিবর্তনশীল,,变量,變量,veranderlijk,,variable,Variable,परिवर्तनशील,,変数,,متغیر,variável,,переменная,variable,,,متغیر,0,0,0,0,0,0,0,0,1,0
variance,فرق,,,,方差,,,,variance,,,,分散,,,variação,,дисперсия,desacuerdo,,,,0,0,0,0,0,0,0,0,0,0
variation,تغيير,,পরিবর্তন,,变异,變異,variatie,,variation,Veränderung,,variazione,バリエーション,,تغییر,variação,variație,изменение,variación,,,تغیرات,0,0,0,0,0,0,0,0,0,0
variations,الاختلافات,,,,变化,變化,variaties,,variations,Variationen,,variazioni,バリエーション,,تغییرات,variações,variații,вариации,variaciones,,,,0,0,0,0,0,0,0,0,0,0
varicella,الحماق,,,,水痘,,,,varicelle,,,,水痘,,ابله مرغان,varicela,,ветряная оспа,varicela,,,,0,1,0,0,1,1,0,1,0,0
varicose,الدوالي,,,,静脉曲张,,,,variqueux,,,,静脈瘤の,,مبتلا به واریس,varicoso,,варикозный,varicoso,,,,0,1,0,0,0,0,0,0,0,0
varied,متنوع,,,,多变,多變,,,varié,abwechslungsreich,विभिन्न,vario,多様な,,متنوع,variado,,разнообразный,variado,,,متنوع,0,0,0,0,0,0,0,0,0,0
variegated,منوع,,,,斑驳陆离,斑駁陸離,afwisselend,,panaché,,,,多彩,,,variegado,,пестрый,jaspeado,,,,0,0,0,0,0,0,0,0,0,0
variety,تشكيلة,,,,品种,品種,verscheidenheid,,variété,Auswahl,,varietà,いろいろ,,انواع,variedade,soi,разнообразие,variedad,பல்வேறு,,مختلف قسم کے,0,0,0,0,0,0,0,0,0,0
vary,تفاوت,,,,变化,變化,variëren,,varier,variieren,अलग-अलग हो,variare,変わります,,متفاوت,variar,,меняться,variar,,,مختلف ہوتی ہیں,0,0,0,0,0,0,0,0,0,0
vascular,الأوعية الدموية,,,,血管,血管,,,vasculaire,vaskulär,,vascolare,血管の,,عروقی,vascular,,сосудистый,vascular,,,,0,0,0,0,0,0,0,0,0,0
vase,مزهرية,,দানি,,花瓶,花瓶,,,vase,,,vaso,花瓶,,گلدان,vaso,,ваза,florero,,,,0,0,0,0,0,0,0,0,0,0
vast,شاسع,,,,广阔,廣闊,groot,,vaste,weit,व्यापक,,広大な,,وسیع,grande,,огромный,vasto,பரந்த,,,0,0,0,0,0,0,0,0,0,0
vat,ضريبة,,ভাঁটি,,增值税,增值稅,,,cuve,Mehrwertsteuer,,tino,バット,,خمره,cuba,cuvă,НДС,tina,,,,0,0,0,0,0,0,0,0,0,0
vaudeville,الفودفيل مسرحية هزلية,,,,杂耍,雜耍,,,vaudeville,,,,寄席,,,vaudevile,vodevil,водевиль,vodevil,,,,0,0,0,0,0,0,0,0,0,0
vault,قبو,,,,拱顶,拱頂,,,voûte,Tresor,,volta,ボールト,,طاق,cofre,boltă,свод,bóveda,பெட்டகத்தை,,,0,0,0,0,0,0,0,0,0,0
vaulted,محدب,,,,拱形的,,,,voûté,,,,アーチ形天井の,,,abobadado,,сводчатый,abovedado,,,,0,0,0,0,0,0,0,0,0,0
vaulting,واثب,,,,拱形圆顶,,,,voûte,,,,跳躍,,,exercícios de salto,,своды,abovedado,,,,0,0,0,0,0,0,0,0,0,0
veal,لحم العجل,,বাছুরের মাংস,,小牛肉,小牛肉,kalfsvlees,,veau,Kalbfleisch,,vitello,子牛の肉,,گوشت گوساله,vitela,,телятина,ternera,,,,0,0,0,0,0,0,0,1,0,1
vector,ناقلات,,,,向量,向量,,vektori,vecteur,Vektor,वेक्टर,vettore,ベクトル,,بردار,vetor,,вектор,vector,,,,0,0,0,0,0,0,0,0,0,0
veer,انحرف,,,,德维尔,德維爾,veer,,virer,,,,それます,,تغییر جهت دادن,desviar-se,,травить,virar,,,,0,0,0,0,0,1,0,0,1,0
vega,النسر الواقع,,,,维加,維加,,,vega,,,vega,ベガ,,VEGA,vega,,Вега,vega,,,,0,0,0,0,0,0,0,0,0,0
vegetable,نباتي,,উদ্ভিজ্জ,,蔬菜,蔬菜,groente,kasvis,légume,Gemüse,सब्ज़ी,verdura,野菜,,,vegetal,,овощной,vegetal,,,,0,0,0,0,0,0,0,0,0,0
vegetarian,نباتي,,,,素,素,,kasvissyöjä,végétarien,Vegetarier,शाकाहारी,,ベジタリアン,,,vegetariano,,вегетарианец,vegetariano,,,,0,0,0,0,0,0,0,0,0,0
vegetarianism,النباتية نظرية,,,,素食主义,,,,végétarisme,,,,菜食,,,vegetarianismo,,вегетарианство,vegetarianismo,,,,0,0,0,0,0,0,0,0,0,0
vegetation,الحياة النباتية,,,,植被,植被,,kasvillisuus,végétation,,,vegetazione,植生,,,vegetação,,растительность,vegetación,,,,0,0,0,0,0,0,0,0,0,0
vegetative,نام,,,,营养,,,,végétatif,vegetativ,,,植物の,,,vegetativo,,растительный,vegetativo,,,,0,1,0,0,1,0,0,1,0,0
vehement,عنيف,,,,激越,激越,,,véhément,,,,猛烈な,,,veemente,,неистовый,vehemente,,,,0,1,1,0,0,1,0,0,0,0
vehicle,مركبة,,বাহন,,车辆,車輛,voertuig,,véhicule,Fahrzeug,वाहन,veicolo,車両,,وسیله نقلیه,veículo,vehicul,автомобиль,vehículo,,,,0,0,0,0,0,0,0,0,0,0
veil,حجاب,,ঘোমটা,,面纱,面紗,sluier,,voile,Schleier,,velo,ベール,,حجاب,véu,voal,вуаль,velo,,,,0,0,0,0,0,0,0,0,0,0
veiled,متلثم,,,,含蓄,含蓄,,,voilé,,,velato,ベールをかぶりました,,,velada,acoperit cu voal,завуалированная,velado,,,,0,0,0,0,0,0,0,0,0,0
vein,وريد,,,,静脉,靜脈,,,veine,Vene,,vena,静脈,,ورید,veia,,вена,vena,நரம்பு,,,0,0,0,0,0,0,0,0,0,0
veined,معرق,,,,脉,脈,,,veiné,,,,脈のあります,,,jaspeado,,испещренный прожилками,venoso,,,,0,0,0,0,0,0,0,0,0,0
vellum,الورق الرقي,,,,涡卷形,,,,vélin,,,,ベラム,,,velino,,калька,vitela,,,,0,0,0,0,0,0,0,0,0,0
velocity,سرعة,velocity,বেগ,,速度,速度,snelheid,,vitesse,Geschwindigkeit,वेग,velocità,速度,,سرعت,velocidade,viteză,скорость,velocidad,,,,0,0,0,0,0,0,0,0,0,0
velour,القطيفة,,,,丝绒,,velours,,velours,,,,ベロア,,,veludo,velur,велюр,terciopelo,,,,0,0,0,0,0,0,0,0,0,0
velvet,مخمل,,,,丝绒,絲絨,fluwelen,,velours,Samt,,velluto,ベルベット,,مخملی,veludo,,бархат,terciopelo,,,,1,0,0,0,0,0,0,0,0,0
velvety,مخملي,,,,天鹅绒,天鵝絨,,,velouté,,,,ビロードのような,,,aveludado,,бархатистый,aterciopelado,,,,1,0,0,0,0,0,0,0,0,0
vena,الوريد,,,,腔,腔,,,vena,,,,静脈,,اوند,veia,,вена,vena,,,,0,0,0,0,0,0,0,0,0,0
vendetta,ثأر,,,,仇杀,仇殺,,,Vendetta,,,,抗争,,انتقام گیری,vendeta,,вендетта,vendetta,,,,0,1,1,0,0,1,0,1,0,0
vendor,بائع,,,,供应商,供應商,,myyjä,fournisseur,Verkäufer,,venditore,ベンダー,,فروشنده,fornecedor,furnizor,продавец,vendedor,விற்பனையாளர்,,,0,0,0,0,0,0,0,0,0,0
veneer,القشرة,,,,单板,單板,fineerhout,,vernis,,,,ベニヤ,,,folheado,,шпон,chapa,,,veneer کے,0,0,0,0,0,0,0,0,0,0
venerable,مهيب,,,,可敬,可敬,eerbiedwaardig,,vénérable,,,,立派な,,ارجمند,venerável,,почтенный,venerable,,,,1,0,0,1,0,0,1,0,0,1
veneration,تبجيل,,,,尊敬,尊敬,,,vénération,,,,礼拝,,ستایش,veneração,,почитание,veneración,,,,1,0,0,0,0,0,0,0,0,0
vengeance,انتقام,,,,复仇,復仇,,,vengeance,Rache,प्रतिशोध,vendetta,復讐,,انتقام,vingança,,месть,venganza,,,,0,1,1,0,0,0,0,0,0,0
vengeful,منتقم,,,,复仇,,,,vengeur,,तामसिक,,復讐心に燃えました,,,vingativo,,мстительный,vengativo,,,,0,1,1,0,0,1,0,0,0,0
venison,لحم الغزال,,,,鹿肉,鹿肉,,,venaison,,,carne di cervo,鹿肉,,گوشت گوزن و آهو,carne de veado,vânat,оленина,venado,,,,0,0,0,0,0,0,0,0,0,0
venom,سم,,বিষ,,毒液,毒液,,,venin,Gift,,veleno,毒,,,veneno,,яд,veneno,,,,0,1,1,0,1,1,0,0,0,0
venomous,سام,,,,有毒,有毒,,,venimeux,,,,悪意に満ちました,,,peçonhento,,ядовитый,venenoso,,,,0,1,1,0,1,1,0,0,0,0
venous,عرقي,,,,静脉,靜脈,,,veineux,,,,静脈の,,,venoso,,венозный,venoso,,,,0,0,0,0,0,0,0,0,0,0
vent,منفس,,,,发泄,發洩,luchten,,décharger,Abzug,बाहर निकलने देना,sfogare,ベント,,بیرون ریختن,respiradouro,,выход,respiradero,வென்ட்,,چھدر,0,0,1,0,0,0,0,0,0,0
ventilation,تهوية,,,,通风,通風,,,ventilation,Belüftung,,,換気,,,ventilação,,вентиляция,ventilación,,,,0,0,0,0,0,0,0,0,0,0
ventilator,مروحة,,,,换气扇,,,,ventilateur,,,,人工呼吸器,,دستگاه تهویه,ventilador,,вентилятор,ventilador,,,,0,0,0,0,0,0,0,0,0,0
ventricle,بطين القلب,,,,脑室,腦室,,,ventricule,,,,心室,,,ventrículo,,желудочек,ventrículo,,,,0,0,0,0,0,0,0,0,0,0
ventricular,البطين,,ventricular,,心室,心室,,,ventriculaire,,,,心室の,,,ventricular,,желудочковый,ventricular,,,,0,0,0,0,0,0,0,0,0,0
venture,مشروع,,উদ্যোগ,empresa,冒险,冒險,onderneming,hanke,entreprise,Unternehmen,उद्यम,impresa,ベンチャー,,ریسک,risco,,предприятие,empresa,துணிகர,,وینچر,0,0,0,0,0,0,0,0,0,0
venue,مكان,,,,会场,會場,plaats,,lieu,Austragungsort,स्थल,sede,会場,,محل دادرسی,foro,loc de întâlnire,место встречи,lugar,,,,0,0,0,0,0,0,0,0,0,0
veracity,صحة,,,,准确性,,waarheidsgetrouwheid,,véracité,,सच्चाई,,真実,,,veracidade,veridicitate,достоверность,veracidad,,,,1,0,0,1,0,0,1,0,1,1
veranda,شرفة,,,,阳台,陽台,,,véranda,,,,ベランダ,,ایوان,varanda,,веранда,veranda,,,,0,0,0,0,0,0,0,0,0,0
verbal,لفظي,,মৌখিক,,口头,口頭,verbaal,,verbal,,,,言葉による,शाब्दिक,شفاهی,verbal,,словесный,verbal,,,,0,0,0,0,0,0,0,0,0,0
verbatim,حرفيا,,,,逐字,,,,textuellement,,,,逐語的,,کلمه بکلمه,textualmente,,дословно,palabra por palabra,,,,0,0,0,0,0,0,0,0,0,0
verbiage,حشو كلامي,,,,罗嗦,,,,verbiage,,,,言い回し,,,palavreado,,словоблудие,verbosidad,,,,0,0,0,0,0,0,0,0,0,0
verbose,مطنب,,,,详细,,breedsprakig,,verbeux,wortreich,वाचाल,verboso,冗長,,,verboso,,подробный,verboso,,,,0,0,0,0,0,0,0,0,0,0
verbosity,إسهاب,,,,赘言,贅言,,,verbosité,,,verbosità,冗長,,,verbosidade,,многословие,verbosidad,,,,0,1,0,0,0,0,0,0,0,0
verdant,وارف,,,,葱茏,蔥蘢,,,verdoyant,,,,青々,,,verdejante,,зеленый,verde,,,,1,0,0,0,0,0,0,0,0,0
verdict,حكم,,রায়,,判决书,判決書,vonnis,,verdict,Urteil,,,評決,,حکم,veredito,,вердикт,veredicto,தீர்ப்பு,,فیصلے,0,0,0,0,0,1,0,0,0,0
verge,شفا,,,,边缘,,berm,,bord,Rand,,limite,寸前,,لبه,beira,,обочина,borde,,,,0,1,0,1,0,1,0,0,0,0
verification,تحقيق,,প্রতিপাদন,,验证,驗證,,,vérification,Überprüfung,,verifica,検証,,تایید,verificação,verificare,проверка,verificación,,,,1,0,0,0,0,0,0,0,0,1
verified,التحقق,,যাচাই,,验证,驗證,geverifieerd,,vérifié,,,verificato,検証,,تایید,verificado,verificat,проверенный,verificado,,,,1,0,0,0,0,0,0,0,0,1
verify,تحقق من,,যাচাই,,确认,確認,controleren,,vérifier,prüfen,,verificare,確認します,,بررسی,verificar,verifica,проверить,verificar,,,,0,0,0,0,0,0,0,0,0,0
verily,من غير ريب,,নিশ্চয়ই,,忠实地,忠實地,voorwaar,,en vérité,,,,本当に,,,na verdade,,истинно,en verdad,,,,1,0,0,0,0,0,0,0,0,1
veritable,حقيقي,,,,名副其实,名副其實,waarachtig,,véritable,,,vero,真の,,واقعی,verdadeiro,,настоящий,verdadero,,,,1,0,0,0,0,0,0,0,0,0
vermin,الهوام,,,,害虫,,ongedierte,,vermine,,,,害虫,,,bicharada,,паразиты,bichos,,,,0,1,1,0,1,1,0,0,0,0
vernacular,عامية,,,,白话,,landstaal,,vernaculaire,,,,方言,,بومی,vernáculo,,народный,vernáculo,,,,0,0,0,0,0,0,0,0,0,0
vernal,ربيعي,,বসন্তকালীন,,青春的,,lente-,,vernal,,,,春の,,بهاری,vernal,,весенний,vernal,,,,1,0,0,0,0,0,1,0,0,0
veronica,فيرونيكا,,,,维罗尼卡,,,,véronique,veronica,,,ベロニカ,,,veronica,,вероника,verónica,,,,0,0,0,0,0,0,0,0,0,0
versatile,متعدد الجوانب,,বহুমুখী,,多才多艺,多才多藝,,,polyvalent,vielseitig,,,多才な,,همه کاره,versátil,multilateral,разносторонний,versátil,,,,0,0,0,0,0,0,0,0,0,0
versatility,طلاقة الحركة,,,,多功能性,,,,versatilité,,,,多用途性,,تطبیق پذیری,versatilidade,,многосторонность,versatilidad,,,,0,0,0,0,0,0,0,0,0,0
verse,آية,,পদ্য,,诗,詩,vers,,verset,Vers,,versetto,詩,,شعر,verso,vers,стих,verso,,,,0,0,0,0,0,0,0,0,0,0
version,نسخة,,,,版本,版本,versie,versio,version,Version,संस्करण,versione,バージョン,,نسخه,versão,,версия,versión,பதிப்பு,,,0,0,0,0,0,0,0,0,0,0
versus,مقابل,,,,与,與,,,contre,,बनाम,contro,対,विरूद्ध,,versus,contra,против,versus,எதிராக,వర్సెస్,مقابلے,0,1,1,0,0,0,0,0,0,0
vert,كل نبات أخضر,,সবুজ,,VERT,VERT,,,vert,,हरा रंग,vert,改宗者,,سبزه,verde,,верт,vert,,,,0,0,0,0,0,0,0,0,0,0
vertebra,فقارة,,,,椎,,,,vertèbre,Wirbel,,,椎骨,,مهره,vértebra,,позвонок,vértebra,,,,0,0,0,0,0,0,0,0,0,0
vertebral,فقاري,,,,脊椎,脊椎,,,vertébral,,,,脊椎の,,,vertebral,,позвоночный,vertebral,,,,0,0,0,0,0,0,0,0,0,0
vertex,قمة الرأس,,,,顶点,頂點,,,sommet,Scheitel,शिखर,vertice,頂点,,راس,vértice,,вершина,vértice,,,,0,0,0,0,0,0,0,0,0,0
vertical,عمودي,,উল্লম্ব,,垂直,垂直,,,vertical,vertikal,ऊर्ध्वाधर,verticale,垂直,,عمودی,vertical,,вертикальный,vertical,,,,0,0,0,0,0,0,0,0,0,0
vertically,عموديا,,উল্লম্বভাবে,,垂直,,,,verticalement,vertikal,,,垂直に,,به صورت عمودی,verticalmente,,вертикально,verticalmente,,,,0,0,0,0,0,0,0,0,0,0
vertigo,دوار,,,,眩晕,眩暈,duizeligheid,,vertige,Schwindel,,vertigine,目まい,,سرگیجه,vertigem,,головокружение,vértigo,தலை சுற்றல்,,,0,1,0,0,0,1,0,0,0,0
verve,حيوية,,,,气魄,,,,verve,Schwung,,,力強さ,,,verve,,пыл,brío,,,,1,0,0,0,0,0,0,0,0,0
vesicle,حويصلة,,,,囊,囊,,,vésicule,Bläschen,,,小嚢,,,vesícula,,пузырек,vesícula,,,,0,0,0,0,0,0,0,0,0,0
vesicular,حويصلي,,,,水泡,,,,vésiculaire,,,,小胞の,,حفره ای,vesicular,,везикулярный,vesicular,,,,0,0,0,0,1,0,0,0,0,0
vessel,وعاء,,বদনা,,船只,船隻,vaartuig,,navire,Schiff,,nave,容器,,کشتی,navio,navă,судно,buque,,,,0,0,0,0,0,0,0,0,0,0
vest,سترة,,,,背心,背心,vest,,gilet,Weste,वेस्ट,gilet,ベスト,,جلیقه,colete,,жилет,chaleco,,,,0,0,0,0,0,0,0,0,0,0
vested,راسخ,,,,既得利益,,,,acquis,,निहित,acquisito,既得,,مقرره,investido,,законный,creados,,,,0,0,0,0,0,0,0,0,0,0
vestibule,دهليز,,,,前厅,,,,vestibule,Vorhalle,,,前庭,,هشتی,vestíbulo,,вестибюль,vestíbulo,,,,0,0,0,0,0,0,0,0,0,0
vestige,بقايا,,,,遗迹,,overblijfsel,,vestige,,,,痕跡,,ذره,vestígio,,рудимент,vestigio,,,,0,0,0,0,0,0,0,0,0,0
vet,طبيب بيطري,,পশুচিকিত্সক,,兽医,獸醫,,,vétérinaire,,,veterinario,獣医,,دام پزشک,veterinário,veterinar,ветеринар,veterinario,வெட்,,,0,0,0,0,0,0,0,0,0,0
veteran,محارب قديم,,ঘুঘু,,老将,老將,,,vétéran,Veteran,दिग्गज,,ベテラン,,کهنه سرباز,veterano,veteran,ветеран,veterano,,,تجربہ کار,1,0,0,0,0,0,0,0,0,1
veterinarian,طبيب بيطري,,পশুচিকিত্সক,,兽医,獸醫,,,vétérinaire,,,,獣医,,دام پزشک,veterinário,veterinar,ветеринар,veterinario,,,,0,0,0,0,0,0,0,0,0,0
veto,حق النقض,,,,否决,,veto,,veto,Veto,,,拒否権,,,veto,,вето,veto,வீட்டோ அதிகாரத்தை,,,0,1,1,0,0,0,0,0,0,0
viability,الجدوى,,,,可行性,,,,viabilité,Durchführbarkeit,,vitalità,生存能力,,,viabilidade,,жизнеспособность,viabilidad,,,,0,0,0,0,0,0,0,0,0,0
viable,قابل للحياة,,,,可行,可行,,,viable,lebensfähig,,praticabile,実行可​​能な,,,viável,viabil,жизнеспособный,viable,,,,0,0,0,0,0,0,0,0,0,0
viaduct,جسر,,,,高架桥,,,,viaduc,,,,高架橋,,,viaduto,,виадук,viaducto,சாலை வாராவதி,,,0,0,0,0,0,0,0,0,0,0
vial,قارورة,,,,小瓶,小瓶,,,ampoule,Phiole,,fiala,バイアル,,,frasco pequeno,,флакон,frasco,,,,0,0,0,0,0,0,0,0,0,0
